Source,Target,Weight
1044765,1325985,23
80796,1264536,23
575820,472866,23
721313,1423829,23
1145587,676781,23
1138041,234102,23
92762,775585,23
1411752,672955,23
143866,1344404,23
1662531,1130903,23
101656,539219,23
830017,877689,23
872294,557810,23
470182,715959,23
1081378,1680914,23
517527,1184403,23
1344114,754277,23
1701142,120793,23
1327911,596528,23
203787,879126,23
565679,1153233,23
1630843,1523282,23
8626,821439,23
1009355,260137,23
1241640,328807,23
1676387,1625790,23
1633295,535952,23
412153,1615448,23
6546,1493909,23
82479,1503222,23
159891,449428,23
1253972,1243851,23
585929,1440050,23
1312574,833032,23
443972,1520584,23
1669129,1604836,23
152746,839039,23
768444,1382407,23
795174,1292903,23
1128227,647938,23
152959,1304406,23
1393059,1411752,23
849323,1153983,23
1421808,667567,23
713723,1702678,23
1354775,488861,23
141662,1369352,23
1642453,733437,23
635901,829596,23
1325313,960854,23
793801,403481,23
1093573,1355943,23
765800,400736,23
395096,68033,23
592997,578328,23
1483557,722868,23
980079,395096,23
300357,1081772,23
1423414,1039956,23
805308,1220451,23
1180869,509430,23
1375382,527984,23
727167,1391532,23
1001275,987795,23
1471751,69689,23
326481,1469441,23
330951,1530161,23
740642,1216525,23
542523,672554,23
510853,404876,23
58635,1523041,23
240353,956223,23
1240325,1427530,23
15948,164391,23
1585199,1242411,23
469961,253111,23
1430772,803020,23
1545513,1440959,23
1059110,1645432,23
262030,583317,23
1319777,539244,23
429547,1411688,23
125249,140864,23
196240,668960,23
475229,1321404,23
252034,1696505,23
908290,256289,23
363397,1119028,23
1586414,705227,23
881080,69714,23
1499874,820973,23
44206,1330536,23
61284,570554,23
1342134,166745,23
787476,902785,23
55416,1706152,23
308019,1467111,23
532595,521829,23
1523876,1120285,23
634547,689607,23
485606,1150767,23
1697188,1421948,23
390179,1143541,23
1315716,898292,23
951531,95118,23
580304,1328202,23
307532,1175277,23
1665990,534667,23
1101349,759698,23
1191607,69634,23
595154,964367,23
1341916,118940,23
1189930,875311,23
316655,1320957,23
334987,1441087,23
1135899,1134697,23
1631742,1539161,23
1232523,1532038,23
728155,949200,23
1087217,1189823,23
50113,553268,23
529406,1700916,23
1352223,1358902,23
771431,802292,23
392765,1214886,23
106334,141260,23
592889,650569,23
1602374,773058,23
1420087,1520747,23
742791,1027542,23
1438751,82450,23
1234265,178894,23
860881,610600,23
611522,913009,23
1327342,848675,23
23216,1202555,23
733437,1335120,23
1073987,50416,22
94432,349427,22
1369922,934140,22
352637,1423096,22
494124,716429,22
1478541,199890,22
163578,12399,22
345201,458809,22
521919,1294631,22
168960,205055,22
701579,463304,22
1673402,1103021,22
239793,1145785,22
1441283,1295195,22
839312,98379,22
632989,294469,22
1684757,493151,22
1134133,479794,22
722938,416955,22
212467,79596,22
1281224,808745,22
311553,323464,22
788029,1037159,22
253704,1235574,22
205353,1154980,22
835126,125533,22
466568,70975,22
1482560,1357344,22
1468167,604732,22
507475,1440807,22
898885,1588799,22
1167899,795221,22
385188,651764,22
307884,1603700,22
208772,1309657,22
8386,444458,22
1245773,535819,22
765140,1188539,22
1703338,860509,22
911982,720650,22
831083,835126,22
1374720,1439120,22
699233,1102894,22
635901,632107,22
272759,1330898,22
738758,604732,22
927918,586369,22
1090170,626832,22
48845,849460,22
1308253,774598,22
868986,158764,22
841582,1293131,22
927230,150599,22
1524909,394509,22
839352,315179,22
1523880,1347941,22
1323609,969591,22
931447,1158058,22
64899,120563,22
368935,1520642,22
1286686,1212152,22
295240,434870,22
1631900,344413,22
887748,407118,22
1015247,177942,22
918886,1183850,22
313779,546245,22
565353,1104400,22
1095137,1661864,22
1143581,1556928,22
1164918,643534,22
605777,795174,22
736275,307652,22
618069,850753,22
914748,877689,22
1404805,505881,22
459718,1131284,22
168118,520,22
1420801,1350541,22
1261713,158764,22
539186,852633,22
278842,346206,22
1642223,356184,22
482675,657270,22
1312980,713723,22
1284590,234102,22
568673,1617044,22
949892,629244,22
251068,473815,22
1507209,288837,22
1646461,1551026,22
1396180,13408,22
1106158,177942,22
1371299,1285459,22
1555661,1273734,22
32369,1126763,22
1678341,124018,22
1522988,428026,22
1047791,827941,22
1365081,529357,22
1711452,522647,22
152000,1603346,22
179863,146479,22
1657771,518634,22
1654377,1710506,22
1689292,842089,22
1561570,1333038,22
975672,658227,22
630313,1155223,22
948793,1034659,22
356101,291559,22
759700,1457577,22
95304,919673,22
744122,885402,22
250342,1422180,22
69449,1642337,22
1484154,1167996,22
1497983,1304140,22
649717,235959,22
331213,1001702,22
896788,471765,22
1131947,260906,22
1016800,987106,22
310912,679884,22
1125591,649381,22
1701144,430397,22
250660,793044,22
307532,573892,22
915898,38525,22
1007669,709993,22
1190826,260706,22
96116,1617517,22
533339,908672,22
1469880,823804,22
1647372,508711,22
444106,828240,22
71518,1688621,22
1208989,1604623,22
254890,823804,22
406502,549023,22
853938,50062,22
809874,1167293,22
212125,1034798,22
1352948,1315233,22
1171024,1709977,22
428026,1679259,22
1442100,331049,22
1243607,230974,22
1612405,1317207,22
531677,14302,22
349320,234102,22
492421,420741,22
1391532,667443,22
1535020,1061539,22
1602653,1412736,22
1500137,60337,22
735404,111880,22
482920,17308,22
1629521,1505630,22
1519981,232317,22
651063,921217,22
421715,157770,22
362162,984592,22
581700,875311,22
579666,1319777,22
705354,20878,22
903852,1181839,22
145876,1659119,22
889550,685478,22
437990,806934,22
581870,1676704,22
1689189,59201,22
277134,347259,22
704491,561572,22
2344,317237,22
1077433,1695045,22
653471,1192984,22
68628,1488841,22
1489314,402546,22
458979,409288,22
576205,1539101,22
504806,174112,22
879256,1436177,22
407324,129049,22
720220,840674,22
969361,47048,22
591519,502491,22
70528,226236,22
307345,1455387,22
95155,647483,22
1617417,1460623,22
562501,259946,22
47599,9222,22
582024,135922,22
1016472,716026,22
276793,1631389,22
1613414,468901,22
494738,267272,22
1456530,570554,22
1154100,1609829,22
125820,298925,22
850264,1178804,22
1283545,620881,22
1538734,1320251,22
672554,1244115,22
1105623,254890,22
688052,1365170,22
381293,1568276,22
167223,1518970,22
386999,697485,22
1226547,319334,22
506286,230448,22
1469238,41797,22
350794,355632,22
165707,858445,22
1705471,1701144,22
1324793,641134,22
674595,1089189,22
373656,302463,22
371560,531679,22
634547,235733,22
376646,1292903,22
1422945,650652,22
1520440,1217543,22
1211437,282458,22
716045,1071572,22
1678341,795174,22
123937,906403,22
550010,90155,22
1613414,399597,22
1601728,1154176,22
519431,1655684,22
836948,1097885,22
1500746,1699214,22
532268,709566,22
481484,679828,22
441031,1106545,22
1442842,1528758,22
1603616,1688904,22
469612,841705,22
1425880,246877,22
1268014,1333038,22
1339849,1091600,22
1072522,1161889,22
1367996,218160,22
874745,1271415,22
709064,1196255,22
201745,957685,22
116884,583012,22
1598327,1434630,22
532601,1014021,22
338295,1418733,22
1330689,1297467,22
1091282,428090,22
815501,328807,22
83044,841367,22
56688,587803,22
427999,306394,22
667923,1336095,22
562313,744128,22
851332,1671090,22
851333,346275,22
152746,1418964,22
1274877,608690,22
602917,754044,22
1603272,801087,22
1614250,908700,22
1459574,1094818,22
1413779,1650280,22
8650,933202,22
810750,1136507,22
1664856,550786,22
1266946,1300314,22
605154,150117,22
355604,1521810,22
1335235,924152,22
396432,931485,22
1008966,1389006,22
414210,705583,22
74442,1415650,22
34318,782638,22
374459,307933,22
1089857,3115,22
1164946,621779,22
1330689,124848,22
614484,705227,22
908858,823804,22
459981,1672669,22
810750,1685348,22
942875,1342668,22
1596202,1665263,22
810898,1662904,22
209719,1178548,22
1576625,1445396,22
733451,346466,22
196123,596110,22
73529,1228226,22
1059510,1069555,22
1419728,934808,22
1155276,234102,22
839039,1418964,22
816350,208772,22
1382729,1613951,22
986407,1135555,22
1345844,1332686,22
1554649,1094022,22
694081,1159100,22
44206,1681950,22
1670849,1352282,22
578655,378127,22
34940,1573466,22
418277,589354,22
1150658,1123637,22
926646,290301,22
496325,1224622,22
1168013,458257,22
315981,452518,22
943827,365704,22
1144612,510853,22
773908,382290,22
284245,946874,22
1487858,756639,22
1181112,1090841,22
9726,92434,22
135778,1627228,22
515222,1694891,22
721313,1528758,22
518492,502978,22
130838,1101358,22
1292903,932576,22
1471854,1300545,22
182749,1520274,22
1330694,1271415,22
1126572,732283,22
809561,1260020,22
51473,149952,22
1060391,1699214,22
1207571,849887,22
118606,759662,22
165365,1071352,22
679579,1219852,22
1083641,550268,22
1539992,573357,22
1271866,957685,22
338113,338441,22
131410,1630389,22
516491,446094,22
141768,777486,22
946453,942569,22
802227,344413,22
1654145,674595,22
535226,523615,22
672170,208772,22
596167,580097,22
828303,858445,22
1325179,1278613,22
934140,1252057,22
1564801,903059,22
840101,1541060,22
1694447,1651,22
813175,617521,22
98299,1304724,22
1405288,140338,22
785742,1317402,22
408643,839560,22
1209524,266349,22
1693034,1582229,22
337204,1184278,22
515968,1652296,22
1006524,1622681,22
1390473,206711,22
932218,1418964,22
752924,1352202,22
1650280,1332081,22
797204,431210,22
21995,7245,22
1345302,680197,22
1389604,1680797,22
885457,574440,22
1700592,918028,22
855438,783647,22
1442299,1104573,22
610988,792565,22
405005,991396,22
1581440,319908,22
867889,689607,22
652975,633799,22
30897,21995,22
285391,1425584,22
1194781,152371,22
446094,1552658,22
604508,431197,22
435495,473625,22
1207342,1706997,22
1269896,212125,22
189640,510117,22
1224840,861435,22
431197,1653712,22
250613,1534426,22
719453,230452,22
67828,1617109,22
218355,568091,22
995313,310589,22
679570,1620085,22
1266651,621394,22
817772,1412736,22
1666292,1001918,22
1697739,555279,22
1310214,1660926,22
1521410,416471,22
915291,483249,22
1015743,230974,22
1357909,909564,22
94154,528256,22
1632128,581217,22
1348976,808745,22
892279,161224,22
363100,779043,22
1315664,903762,22
1663980,1677321,22
1122308,803388,22
162435,1697657,22
349529,1390720,22
877183,719307,22
259978,1345844,22
431305,1343,22
691689,1469079,22
478416,101401,22
617715,821982,22
1485639,301168,22
546566,1321404,22
502964,1335325,22
660696,1542395,22
550487,991998,22
319386,287954,22
1610007,874672,22
196474,1187835,22
27397,987467,22
442570,234821,22
495039,1316521,22
650129,1702678,22
134469,55420,22
1099571,464055,22
1500746,651628,22
1412736,767925,22
1700068,1349831,22
1162438,319316,22
1205735,1526639,22
657194,58511,22
191913,565505,22
1063600,649396,22
1052415,1299516,22
764635,853613,22
898434,436262,22
913466,994574,22
1368339,1614982,22
817839,1258096,22
4727,147936,22
1487221,64531,22
485450,836948,22
1508873,90155,22
1286889,258909,22
190581,196123,22
368070,381950,22
1689424,206118,22
1550073,220815,22
709007,791916,22
858311,80962,22
1667367,753114,22
359296,1076659,22
1535014,297098,22
428090,604732,22
1181847,1026471,22
376646,795174,22
704867,1142393,22
190263,486000,22
959385,501263,22
1669673,323951,22
1523747,433648,22
516897,173291,22
1660780,290970,22
27318,973142,22
412436,1320251,22
983361,576072,22
1580325,1423046,22
595918,194108,22
61409,255822,22
1437265,1359,22
1483557,168061,22
672061,250514,22
1627214,291885,21
48132,1315784,21
1524909,810069,21
571361,1541246,21
916862,509238,21
1024067,289389,21
1218753,829000,21
1069138,1642234,21
1127546,5089,21
1272720,1623102,21
625163,299887,21
541799,81736,21
278356,1566790,21
1653359,1494943,21
761680,563339,21
487622,72790,21
1386552,1124070,21
398999,1304724,21
355604,25907,21
1688566,874636,21
459024,403479,21
1330536,1681950,21
1080180,1155276,21
1536285,372606,21
615482,516290,21
1515126,260599,21
289611,1190550,21
1584402,1398249,21
831083,1611882,21
1074105,628122,21
1653101,799575,21
131602,1610379,21
394156,1444380,21
1613500,291559,21
982568,759170,21
1413779,1329852,21
488973,808516,21
690368,258418,21
639182,1614790,21
1084481,12212,21
1091129,903059,21
1269005,670083,21
314210,1650311,21
1317207,1447829,21
472963,591010,21
498849,355604,21
1612792,982515,21
633393,1334045,21
1067650,1405120,21
450642,532921,21
723621,239451,21
1190825,1188734,21
534516,1293096,21
605777,30559,21
1076659,469401,21
477869,450565,21
918886,1611608,21
1015705,104666,21
1359176,1658495,21
37464,1469357,21
474108,1157974,21
1604728,50714,21
1265280,823804,21
1541484,414264,21
28503,665474,21
397395,212125,21
1685843,412150,21
891992,929372,21
813100,536529,21
1136507,236516,21
1254891,1370159,21
359906,996926,21
746000,479388,21
1157595,443718,21
922930,793084,21
1300019,1119079,21
1563895,1640613,21
1367756,602231,21
282107,1104473,21
729611,1663236,21
771431,604456,21
1494988,529357,21
414214,1402449,21
1050288,821437,21
1273563,843639,21
284593,1063795,21
704287,346275,21
580278,1594342,21
380910,1301809,21
1520468,567934,21
1447209,1024178,21
314434,151982,21
101132,812701,21
266880,1589590,21
587668,182007,21
1583869,1001220,21
1539002,389766,21
800210,809083,21
1709031,1246759,21
1213646,109519,21
1199276,107185,21
152965,1680383,21
1095139,264210,21
1411391,1504673,21
1107817,958432,21
714890,1208151,21
306494,1245833,21
1338749,860232,21
567853,1172607,21
1155463,838594,21
18829,1641787,21
1617173,1440807,21
1439729,1093102,21
1426674,241228,21
793819,1566850,21
242241,378105,21
897683,1688873,21
1510221,535952,21
1043648,1674711,21
1385634,606929,21
1468945,942450,21
1400404,1410998,21
580630,649210,21
1602374,1291997,21
667955,277316,21
26824,640799,21
801768,1630194,21
468707,1159241,21
1180436,429465,21
1339666,858460,21
1645421,546245,21
1072944,1545667,21
205039,722967,21
1163068,1348572,21
916938,618534,21
1702512,252034,21
466955,913362,21
1041914,859817,21
1582716,576947,21
1531108,1184823,21
350013,105217,21
1121577,322123,21
860236,1425426,21
1536159,536143,21
301988,1128084,21
1444084,907585,21
518462,1322329,21
1057366,836948,21
1383625,1540495,21
1234746,504006,21
896069,49934,21
429189,1128227,21
1140495,1673512,21
306006,382575,21
885086,299038,21
349529,1466124,21
1272,1190375,21
909049,653657,21
706978,149799,21
1458915,602283,21
1640866,1499316,21
66303,802879,21
424047,1367996,21
909683,293952,21
841023,81337,21
561891,632989,21
781774,358806,21
1253878,813689,21
1167131,1687541,21
847849,86304,21
588356,1365170,21
1540218,1694891,21
458521,632234,21
1684889,1097277,21
722882,193523,21
994479,1015701,21
771099,431197,21
1535663,1129358,21
280620,1133354,21
1471958,1069015,21
43134,1695134,21
626506,774931,21
754745,531696,21
182038,1678453,21
289389,287482,21
444454,1442100,21
881764,913455,21
1066972,160053,21
309078,112976,21
773592,714191,21
80796,742576,21
1433509,134942,21
429529,1027001,21
609032,971538,21
290540,1044915,21
483125,1027540,21
1244345,534558,21
693103,37750,21
1158058,158764,21
1664320,520721,21
1062489,614709,21
1007669,202509,21
323781,865774,21
289389,592960,21
1611608,839834,21
123718,345924,21
1305771,1083555,21
1380435,862764,21
515196,1663629,21
1140246,933202,21
1368764,1287531,21
1361314,355851,21
1431496,1326151,21
737358,1678655,21
849428,976517,21
943976,774429,21
1362562,409478,21
595351,492552,21
442570,47744,21
783931,1025175,21
319908,1326750,21
746860,1675061,21
654228,1044973,21
1226920,430759,21
353330,910233,21
416239,1080177,21
1140988,179241,21
280756,1664388,21
628126,1234178,21
1415728,389928,21
793819,533342,21
1660973,37056,21
443793,778844,21
431882,9542,21
512170,429118,21
1365306,1247,21
313543,1274811,21
657620,1612788,21
356236,128041,21
1151912,1483643,21
849460,1512041,21
183956,1456556,21
346511,12636,21
1411591,1539589,21
521072,1670521,21
124848,245080,21
457406,1539589,21
1218479,322017,21
116386,1214191,21
567715,459666,21
1337422,1337085,21
1575258,804905,21
274804,913054,21
655972,1504791,21
34988,1488952,21
41102,71272,21
1658638,1271899,21
816372,258909,21
312319,10829,21
1239363,1250366,21
862453,1122982,21
250613,1219569,21
1444301,736275,21
566794,1300523,21
253058,79860,21
398785,1071700,21
513701,949840,21
235408,1194249,21
281783,125533,21
373894,1171150,21
1336062,626470,21
1664875,357805,21
94432,192537,21
269588,1630194,21
542523,1244115,21
1125422,1678422,21
69741,1015289,21
353968,141210,21
99671,922970,21
1077927,1556766,21
196061,572548,21
155523,57805,21
1436441,1393990,21
586946,808337,21
521854,1507210,21
1591842,933477,21
346986,580331,21
237932,757832,21
1114942,1596728,21
239489,546219,21
816350,1438620,21
1391985,1554617,21
280891,1550087,21
125397,851489,21
573138,836945,21
1136507,1109434,21
1684874,460075,21
193507,909049,21
33685,1273563,21
1242106,60462,21
381201,596528,21
1609648,339579,21
1652699,271030,21
6988,824441,21
1530642,347521,21
323587,850374,21
449428,542468,21
796278,57971,21
348345,1219569,21
1707800,961582,21
1126572,482007,21
81377,716809,21
1646847,1682414,21
933487,1421072,21
524743,533730,21
182228,263056,21
431785,779407,21
718428,505668,21
1472535,223841,21
1070013,500074,21
378190,828059,21
307290,1196254,21
1388268,1338666,21
1192580,45901,21
381152,1441424,21
204065,1611271,21
1297291,171177,21
789476,1633294,21
656720,1457991,21
56662,1261547,21
1195765,416471,21
879136,744303,21
1694174,210537,21
307986,415026,21
1436430,1118399,21
465906,918085,21
1170359,1687619,21
548419,1411398,21
1338712,1158011,21
1358668,856080,21
1632781,252249,21
844636,905736,21
128270,568390,21
1583869,1285127,21
632652,1367482,21
485106,539727,21
746042,281783,21
513108,494019,21
679579,698987,21
56388,337976,21
233626,945580,21
666778,1083259,21
1140345,1411398,21
503223,1682186,21
309327,140304,21
1294249,779043,21
818200,1474350,21
939201,1180309,21
470737,423371,21
675926,1338749,21
54817,1471976,21
478416,1056703,21
618482,816997,21
404075,222339,21
1486654,565561,21
1431899,471480,21
672170,1392075,21
1029532,1674583,21
782561,565442,21
1034589,829980,21
587953,1612360,21
114473,862764,21
746936,715876,21
1315719,781289,21
444945,1693155,21
27195,1016472,21
1524216,112756,21
1072944,1365769,21
1277859,774734,21
338257,1186869,21
719397,291626,21
509941,931447,21
239399,1613502,21
537472,335067,21
987395,807257,21
292301,1405551,21
838946,294469,21
180320,634360,21
39221,263149,21
160440,160445,21
1602705,76321,21
231202,50073,21
1635237,424509,21
1285601,296605,21
1373588,505918,21
1490183,1180858,21
529868,556387,21
1481077,708915,21
62099,1589451,21
60462,346876,21
1160529,57213,21
377718,946534,21
302460,1270401,21
1098359,544526,21
36057,751877,21
1410076,1645975,21
634833,9629,21
566220,1115506,21
745138,209171,21
878158,132885,21
513870,380122,21
1530049,581217,21
795590,180924,21
582278,864046,21
84162,291320,21
1697611,1418604,21
1347520,86418,21
356236,1486734,21
202541,1112579,21
274580,758965,21
596528,1413001,21
1334045,344604,21
276397,1271438,21
1267319,207707,21
254235,79198,21
9222,933325,21
1623297,568003,21
1548250,712577,21
756639,162722,21
1294342,116041,21
988018,965156,21
1513164,190006,21
987395,267162,21
848356,1598987,21
414586,1578178,21
368157,135205,21
438418,1424395,21
30559,1433734,21
1491762,268059,21
566499,1668519,21
1175360,1557709,21
222970,505801,21
298852,338485,21
286584,923924,21
1164918,828349,21
121099,291320,21
445723,1212152,21
395096,186485,21
539880,1697112,21
1136507,277815,21
1022181,739213,21
134995,129362,21
370652,988867,21
438809,592763,21
614294,204319,21
805380,1603346,21
1541344,1354806,21
1066674,1062295,21
1244112,1034796,21
298484,1073634,21
414785,1263297,21
899486,1358738,21
1375307,1271016,21
53143,1364718,21
11787,1357839,21
1134329,1621079,21
12702,1194294,21
337204,1196436,21
719436,1464908,21
1394067,867521,21
95902,132721,21
463728,792018,21
1379420,1120305,21
836992,531841,21
829253,715808,21
826408,908290,21
585093,849460,21
716559,1585054,21
389810,215961,21
1647536,1362735,21
885804,1138543,21
536435,537062,21
1668308,250205,21
280223,1469848,21
80579,656883,21
1325615,167486,21
1573228,1402696,21
844212,516458,21
15944,173908,21
835855,897173,21
144814,1541484,21
1310019,1362691,21
268649,157770,21
1611811,30559,21
1434515,1611789,21
779188,987755,21
285064,1002506,21
1338722,13408,21
785245,500365,21
886421,1320251,21
1036809,306195,21
577615,911982,21
1118043,143696,21
1415728,61452,21
1271976,1357344,21
96495,180698,21
907243,1351496,21
1694079,831322,21
77418,1614950,21
487944,779062,21
209119,1158058,21
1389192,591149,21
1662087,191748,21
168118,647710,21
284682,667443,21
1278062,220965,21
345844,1358717,21
251270,914967,21
100587,1469441,21
1077696,1604455,21
1216935,831866,21
1099437,7561,21
1153321,921762,21
128554,680926,21
1368978,357725,21
1541493,1273047,21
313623,623291,21
618556,764503,21
761777,443158,21
1642432,1335828,21
1665424,834526,21
159891,611768,21
161651,1656575,21
172028,227548,21
1360183,829289,21
566069,544619,21
962217,1461621,21
906071,644979,21
1656022,905017,21
1177622,1156904,21
931706,306747,21
914906,880471,21
1341144,577694,21
1647372,33434,21
1164890,689630,20
273763,637016,20
1551612,730910,20
312844,1694891,20
1226547,307933,20
750519,308562,20
148214,593876,20
233626,623963,20
1646431,1080777,20
1272069,438800,20
507337,821444,20
299555,1390879,20
704151,415899,20
1613961,204693,20
1221843,825626,20
302303,667585,20
349304,1454658,20
664321,80962,20
990558,950999,20
1142057,914645,20
781616,1121927,20
1241973,987079,20
503773,221131,20
1603447,407118,20
1008388,1195765,20
1369879,1134760,20
1459423,858110,20
1124685,129066,20
1662904,825206,20
1648970,689449,20
1118738,1255591,20
793313,1382650,20
821269,834526,20
700173,1313660,20
1554151,710181,20
1565078,1658119,20
178894,1017715,20
408270,1125066,20
518839,534062,20
1649176,536933,20
444676,1059908,20
363440,645095,20
1273369,1176120,20
244054,267111,20
1083554,1653712,20
1678453,715374,20
355204,956204,20
833156,1156889,20
1415541,495185,20
957903,549815,20
919638,1356156,20
1677321,927512,20
514513,114130,20
365074,807888,20
1603373,1271899,20
1279624,1466580,20
1611737,524819,20
1681569,1226770,20
1423096,1176109,20
249685,1310963,20
1663236,1637129,20
899486,1170642,20
753700,1510745,20
611768,449428,20
1630766,510853,20
1693142,306604,20
687325,1384635,20
130254,1268021,20
70562,1194519,20
629932,865774,20
771762,1153983,20
81635,820973,20
1171867,565442,20
1472201,1651,20
1384097,1347120,20
576791,1297252,20
1357190,877689,20
1435156,1502562,20
1423758,546245,20
530338,1034763,20
821106,359054,20
805575,335900,20
1442219,63055,20
10272,833696,20
444499,46534,20
585421,1333857,20
862820,483107,20
650496,483740,20
1025674,1686918,20
512790,1502917,20
11277,1189723,20
42277,146564,20
516207,1695306,20
495058,182749,20
1479721,7561,20
200246,17323,20
203142,1043445,20
1323219,379020,20
824681,1355215,20
1548289,1603346,20
1503251,379862,20
208772,274023,20
810898,1074379,20
1172277,364165,20
920870,428997,20
179597,110364,20
666190,257526,20
349419,230448,20
21492,76321,20
1325985,1325068,20
1389192,1613961,20
805745,679347,20
379042,1629270,20
1366607,834401,20
647373,400456,20
634547,322493,20
315981,25388,20
431785,1118291,20
90135,1114084,20
750519,372524,20
1504142,1513227,20
577446,290301,20
276728,561685,20
266493,1607101,20
1704713,1054252,20
1107073,622839,20
511239,781634,20
561891,294469,20
1535020,1192088,20
1332081,1329852,20
315816,1665263,20
1297662,621492,20
831083,1049721,20
460079,1369895,20
64419,356999,20
900027,1621104,20
510463,669774,20
1196440,1519712,20
373022,73087,20
1670253,1141030,20
1337487,1319974,20
1682255,307990,20
710239,1473,20
532535,1649201,20
1301649,313458,20
564344,577665,20
542510,412771,20
993970,1380463,20
1411259,1659119,20
1430771,782633,20
802954,416471,20
1412871,828319,20
205419,594845,20
382974,12265,20
468386,1371299,20
1320238,812047,20
769867,1709095,20
1504142,721636,20
618556,1340779,20
590620,1118399,20
1501080,115443,20
304033,1297252,20
1340556,1679342,20
1555425,181884,20
980079,1653163,20
1246477,586226,20
1125839,1073630,20
1685843,1513885,20
1161889,1681351,20
1218512,572548,20
818918,289206,20
595165,1457099,20
1271899,672651,20
144022,1598327,20
222923,839768,20
1144784,532535,20
1181957,606033,20
495460,232317,20
297576,898547,20
425652,1544528,20
1090170,1447135,20
709617,38338,20
1153641,255206,20
556639,1528758,20
828137,45712,20
1260174,946470,20
105745,1235198,20
368373,864081,20
582278,743828,20
1685448,577889,20
300591,672170,20
476409,881306,20
811411,740922,20
1373114,557810,20
971922,289897,20
318391,1696526,20
1176755,821724,20
1337482,1239363,20
247759,310046,20
1596333,1553872,20
433930,66442,20
1327292,1607101,20
1698648,1564398,20
573135,723585,20
677259,851332,20
593314,848981,20
1153769,1361242,20
1505114,41116,20
1313649,150772,20
853938,584824,20
1061680,431648,20
1677321,586057,20
1246490,1659119,20
469358,656476,20
385689,568391,20
1107817,1155063,20
781806,1546656,20
465666,614706,20
1011021,1563399,20
1420893,23919,20
1222323,136577,20
1487728,229728,20
922163,1102894,20
277356,621344,20
1362766,670509,20
104654,523615,20
293126,1503501,20
535226,578328,20
125202,1324121,20
205419,942450,20
112172,82815,20
932580,1627268,20
1660967,866248,20
269665,1417946,20
925896,8311,20
1607130,1393791,20
383167,355864,20
873981,401226,20
1695894,707251,20
1076054,864089,20
462551,488765,20
1709095,1060610,20
849311,21462,20
596188,949840,20
8392,1690589,20
1226547,1370443,20
574559,754921,20
196634,1552658,20
625056,1603807,20
792650,147195,20
291541,390423,20
632770,1698681,20
375504,7260,20
250510,141768,20
1213428,1320022,20
363064,961582,20
984374,1523880,20
417091,208454,20
159423,1058831,20
1384441,1342420,20
1360289,1335209,20
114008,1341961,20
216991,1166246,20
577446,1694448,20
273058,1020398,20
107886,1161889,20
1133914,1045690,20
706295,1439763,20
883242,387807,20
234102,830388,20
1166921,460083,20
1166921,319908,20
1472812,509925,20
488533,768158,20
1154876,549729,20
312054,740055,20
501324,1084350,20
1049721,125533,20
83749,1535640,20
1612665,412030,20
1443231,218181,20
1181112,648253,20
1622800,319997,20
1613502,264289,20
399555,319908,20
1091599,1203355,20
1459362,693075,20
1402642,1235147,20
852915,9673,20
411523,577907,20
1698648,1672803,20
590062,1381198,20
1501383,268362,20
843348,1214823,20
1128705,592982,20
111880,241867,20
412851,1441601,20
560882,957972,20
520805,1191812,20
403213,158996,20
1602333,502894,20
592960,582706,20
1271015,1313156,20
64145,346485,20
202541,502894,20
1010436,1692588,20
477882,67630,20
804541,1150308,20
1708771,1636783,20
504011,580310,20
1070166,816997,20
1214823,638851,20
1679981,1616559,20
1178548,144558,20
636585,458149,20
1345302,190441,20
971175,723030,20
590172,1544528,20
529358,1096285,20
175975,1622903,20
573826,335900,20
1278615,567275,20
1166181,624993,20
298727,990857,20
496203,810029,20
924152,368258,20
994130,859843,20
1656784,605639,20
480245,456639,20
521607,1605147,20
839206,1309657,20
1192984,1324650,20
315346,1678039,20
1474743,1640681,20
1560632,614706,20
839301,549861,20
1327633,18559,20
1614694,298356,20
123698,715808,20
1631779,864779,20
278373,1711452,20
618764,408689,20
1670521,850244,20
1092333,486786,20
1551685,764503,20
1470870,614706,20
1222056,260008,20
1658276,986237,20
1563931,396981,20
1224840,1299748,20
512326,744280,20
1329783,149276,20
1591501,1189435,20
278598,1110207,20
1640573,59425,20
180517,932582,20
864828,1662890,20
1681353,1010350,20
1097291,412841,20
521854,1027412,20
1497983,204319,20
614787,55485,20
541753,1425426,20
573426,288817,20
1504735,1224622,20
1510221,1633295,20
1504673,844816,20
1313687,536952,20
1089856,644035,20
1630974,755161,20
119993,833032,20
1413739,1175360,20
1356633,1345844,20
1593474,1473,20
99694,561862,20
834239,504006,20
1629949,349031,20
897639,768463,20
1151577,1080177,20
483107,1106545,20
373303,1203759,20
727485,1274839,20
1258489,340126,20
1533767,269584,20
1361676,563638,20
557003,255754,20
580576,1660978,20
1602312,18625,20
401644,1603248,20
447176,1568386,20
463591,430413,20
1660892,1040877,20
810750,887428,20
489333,1359,20
283128,849311,20
284852,1629949,20
463517,933325,20
1158105,69526,20
722967,1681855,20
1381623,1417305,20
905012,1493233,20
35965,1707166,20
1706369,1657863,20
866248,276426,20
367769,667013,20
485324,753114,20
1653815,643228,20
315364,392741,20
1327162,483525,20
524500,759170,20
212644,165117,20
868964,1300523,20
1351887,134359,20
734660,1178362,20
1239418,119094,20
150288,1695045,20
1557196,1581426,20
374336,13738,20
1009855,208247,20
